country,province,district,species,breed,age_group,disease,symptoms_list,key_signs,ticks_present,confirmed_lab,recommended_treatment,prevention,source,date_reported,confidence_level,case_id
DR Congo,Kasai,Lake Richard,Pig,Local,Juvenile,African Swine Fever,hemorrhages|sudden_death|anorexia|abortions|high_fever,hemorrhages; sudden death,N,No,"No treatment or vaccine; depopulation, biosecurity and carcass disposal.",Notify authorities; vaccination where applicable; strict biosecurity and movement control.,FAO_EMPRES,2025-04-02,0.91,3141
Comoros,Ngazidja,mouth,Goat,Boer,Juvenile,Anaplasmosis,weight_loss|weakness|ticks_observed,weight loss; weakness,Y,No,Tetracyclines (oxytetracycline); supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,FAO_EMPRES,2024-06-20,0.78,144
Comoros,Ngazidja,bury,Cattle,Bali,Adult,Mastitis,pain_on_palpation|reduced_milk|swollen_udder,pain on palpation; reduced milk yield,N,No,Intramammary antibiotics guided by culture; systemic antibiotics for severe cases; frequent milking; observe withdrawal times.,Good husbandry; vaccination where available; vector control where relevant.,SADC_bulletin,2022-05-09,0.89,3578
Botswana,Central,furt,Cattle,Bali,Neonate,Anaplasmosis,weakness|progressive_anemia|pale_mucous_membranes|weight_loss,weakness; progressive anemia,N,No,Tetracyclines (oxytetracycline); supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,Merck_VetManual,2020-10-26,0.93,2783
Tanzania,Dodoma,view,Poultry,Indigenous,Neonate,Avian Influenza (HPAI),swelling_head|sudden_death,swelling of head; sudden death,N,No,No treatment; culling; strict biosecurity; notify authorities.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,FAO_EMPRES,2021-12-27,0.71,718
Seychelles,Inner Islands,Serranoville,Sheep,Local,Juvenile,Mastitis,reduced_milk|pain_on_palpation|swollen_udder,reduced milk yield; pain on palpation,N,No,Intramammary antibiotics guided by culture; systemic antibiotics for severe cases; frequent milking; observe withdrawal times.,Good husbandry; vaccination where available; vector control where relevant.,Extension_guide,2021-04-14,0.81,1820
Namibia,Erongo,East Lindsayhaven,Goat,Kalahari,Senior,Dermatophilosis,matted_hair|exudative_dermatitis|wet_skin|crusting_skin_lesions,matted hair; exudative dermatitis,N,No,Topical cleaning; zinc sulphate dressings; systemic antibiotics for secondary infection; dipping.,Good husbandry; vaccination where available; vector control where relevant.,PLOS_Study,2023-09-04,0.98,2503
Botswana,North East,East Leslie,Pig,Local,Adult,African Swine Fever,high_fever|hemorrhages|sudden_death|anorexia,high fever; hemorrhages,N,No,"No treatment or vaccine; depopulation, biosecurity and carcass disposal.",Notify authorities; vaccination where applicable; strict biosecurity and movement control.,FAO_EMPRES,2020-05-13,0.94,4361
Comoros,Ngazidja,burgh,Cattle,Sanga,Juvenile,Mannheimiosis (Pasteurellosis),nasal_discharge|coughing|anorexia|fever|respiratory_distress,nasal discharge; coughing,N,No,"Antibiotics (e.g., tetracyclines, macrolides) based on vet guidance; supportive care; vaccination where available.",Good husbandry; vaccination where available; vector control where relevant.,SADC_bulletin,2023-09-05,0.88,4172
Zambia,Southern,mouth,Cattle,Friesian,Juvenile,Blackleg,sudden_death|swollen_muscle|severe_lameness,sudden death; swollen muscle,N,Yes,Vaccination for prevention; penicillin/oxytetracycline in early cases; carcass disposal.,Good husbandry; vaccination where available; vector control where relevant.,Merck_VetManual,2020-08-17,0.94,396
Eswatini,Hhohho,South Davidtown,Goat,Boer,Senior,Mastitis,swollen_udder|reduced_milk|abnormal_milk|pain_on_palpation,swollen udder; reduced milk yield,N,No,Intramammary antibiotics guided by culture; systemic antibiotics for severe cases; frequent milking; observe withdrawal times.,Good husbandry; vaccination where available; vector control where relevant.,FAO_EMPRES,2021-02-25,0.8,4837
Malawi,Northern,haven,Goat,Local,Senior,Orf (Contagious Ecthyma),scabby_lesions_mouth|lamb_kid_mortality|weight_loss,scabby mouth lesions; lamb kid mortality,N,Yes,Supportive care; topical antiseptics; live vaccines for flocks/herds where available.,Good husbandry; vaccination where available; vector control where relevant.,PLOS_Study,2021-12-24,0.79,4493
Namibia,Ohangwena,Toniburgh,Cattle,Hereford,Neonate,Coccidiosis,weight_loss|dehydration|anorexia|diarrhoea,weight loss; dehydration,N,No,Coccidiostats; supportive care; sanitation and management.,Good husbandry; vaccination where available; vector control where relevant.,PLOS_Study,2025-03-09,0.88,1366
Mozambique,Maputo,borough,Cattle,Local,Neonate,Anaplasmosis,progressive_anemia|weight_loss,progressive anemia; weight loss,Y,No,Tetracyclines (oxytetracycline); supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,SADC_bulletin,2022-09-11,0.84,4559
Lesotho,Maseru,mouth,Sheep,Katahdin,Juvenile,Theileriosis,anorexia|fever|ticks_observed,reduced appetite/anorexia; fever,Y,No,Buparvaquone; supportive care; tick control; isolate and treat early.,Good husbandry; vaccination where available; vector control where relevant.,Field_report,2025-07-20,0.85,596
South Africa,Western Cape,ton,Poultry,Indigenous,Senior,Coccidiosis,diarrhoea|dehydration|sudden_death,diarrhoea; dehydration,N,No,Coccidiostats; supportive care; sanitation and management.,Good husbandry; vaccination where available; vector control where relevant.,Extension_guide,2025-02-05,0.79,3953
Zambia,Lusaka,burgh,Pig,Landrace,Adult,African Swine Fever,high_fever|hemorrhages,high fever; hemorrhages,N,Yes,"No treatment or vaccine; depopulation, biosecurity and carcass disposal.",Notify authorities; vaccination where applicable; strict biosecurity and movement control.,DVS_reports,2025-02-18,0.77,2915
South Africa,Western Cape,port,Pig,Large White,Adult,Anthrax,neck_edema|bloody_diarrhoea,neck edema; bloody diarrhoea,N,No,Immediate isolation; do NOT open carcass; notify authorities; vaccinate in risk areas; consult DVS for carcass disposal.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,DVS_reports,2024-08-28,0.87,2327
Mauritius,Plaines Wilhems,East Kevinhaven,Cattle,Local,Adult,Parasitic Gastroenteritis,poor_condition|anorexia,poor condition; reduced appetite/anorexia,N,No,Anthelmintics per local guidance; pasture management; nutrition support.,Good husbandry; vaccination where available; vector control where relevant.,FAO_EMPRES,2022-04-09,0.67,3767
Botswana,Central,land,Goat,Local,Juvenile,Babesiosis,anorexia|hemoglobinuria|anemia|weakness|fever,reduced appetite/anorexia; red/brown urine (hemoglobinuria),Y,No,Imidocarb dipropionate or diminazene; supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,FAO_EMPRES,2022-06-09,0.8,3441
Mauritius,Plaines Wilhems,haven,Cattle,Brahman,Senior,Parasitic Gastroenteritis,poor_condition|anorexia|weight_loss,poor condition; reduced appetite/anorexia,N,No,Anthelmintics per local guidance; pasture management; nutrition support.,Good husbandry; vaccination where available; vector control where relevant.,DVS_reports,2024-02-24,0.88,3852
Eswatini,Hhohho,Kristinefort,Cattle,Sanga,Adult,Parasitic Gastroenteritis,diarrhoea|anorexia|bottle_jaw|weight_loss|poor_condition|sudden_death,diarrhoea; reduced appetite/anorexia,N,No,Anthelmintics per local guidance; pasture management; nutrition support.,Good husbandry; vaccination where available; vector control where relevant.,FAO_EMPRES,2021-08-04,0.89,4133
Mozambique,Nampula,ton,Sheep,Local,Adult,Coccidiosis,anorexia|dehydration|weight_loss,reduced appetite/anorexia; dehydration,N,No,Coccidiostats; supportive care; sanitation and management.,Good husbandry; vaccination where available; vector control where relevant.,DVS_reports,2022-02-24,0.88,4592
Eswatini,Manzini,berg,Sheep,Local,Adult,Theileriosis,fever|anorexia|respiratory_distress|lymph_node_enlargement|ticks_observed,fever; reduced appetite/anorexia,N,Yes,Buparvaquone; supportive care; tick control; isolate and treat early.,Good husbandry; vaccination where available; vector control where relevant.,SADC_bulletin,2025-09-08,0.9,2144
Seychelles,Inner Islands,view,Pig,Berkshire,Senior,Anthrax,bloody_diarrhoea|fever|sudden_death|swelling|neck_edema,bloody diarrhoea; fever,N,Yes,Immediate isolation; do NOT open carcass; notify authorities; vaccinate in risk areas; consult DVS for carcass disposal.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,DVS_reports,2023-09-22,0.98,1572
Seychelles,Inner Islands,Portermouth,Sheep,Local,Neonate,Mastitis,reduced_milk|pain_on_palpation|abnormal_milk|swollen_udder,reduced milk yield; pain on palpation,N,No,Intramammary antibiotics guided by culture; systemic antibiotics for severe cases; frequent milking; observe withdrawal times.,Good husbandry; vaccination where available; vector control where relevant.,Extension_guide,2023-02-05,0.83,4080
Zimbabwe,Manicaland,Donaldmouth,Cattle,Local,Senior,Brucellosis,retained_placenta|abortions|orchitis,retained placenta; abortions,N,No,Test-and-slaughter or long-term control programs; antibiotics limited; vaccination in control programs; public health measures.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,Merck_VetManual,2023-08-12,0.95,1123
South Africa,Northern Cape,Kellyfurt,Poultry,Local scavenging,Senior,Newcastle Disease,respiratory_distress|drop_in_egg_production|diarrhoea,respiratory distress; drop in egg production,N,Yes,Supportive care; vaccination for prevention; biosecurity.,Good husbandry; vaccination where available; vector control where relevant.,PLOS_Study,2023-11-24,0.99,2787
Botswana,North East,view,Cattle,Angus,Neonate,Parasitic Gastroenteritis,bottle_jaw|poor_condition,bottle jaw; poor condition,N,No,Anthelmintics per local guidance; pasture management; nutrition support.,Good husbandry; vaccination where available; vector control where relevant.,DVS_reports,2024-12-27,0.92,2968
Eswatini,Hhohho,North Benjamin,Goat,Kalahari,Neonate,Theileriosis,anorexia|drooling|lymph_node_enlargement|icterus,reduced appetite/anorexia; drooling/ptyalism,Y,No,Buparvaquone; supportive care; tick control; isolate and treat early.,Good husbandry; vaccination where available; vector control where relevant.,SADC_bulletin,2020-12-23,0.92,2505
Mozambique,Cabo Delgado,West Donna,Cattle,Bonsmara,Adult,Babesiosis,anemia|hemoglobinuria,anemia; red/brown urine (hemoglobinuria),N,No,Imidocarb dipropionate or diminazene; supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,PLOS_Study,2020-05-15,0.9,3466
Lesotho,Mokhotlong,port,Sheep,Local,Senior,Dermatophilosis,crusting_skin_lesions|lameness|wet_skin|exudative_dermatitis|ticks_observed,crusting skin lesions; lameness,N,No,Topical cleaning; zinc sulphate dressings; systemic antibiotics for secondary infection; dipping.,Good husbandry; vaccination where available; vector control where relevant.,SADC_bulletin,2021-06-28,0.84,676
Angola,Huíla,Kellerside,Sheep,Katahdin,Juvenile,Anaplasmosis,weight_loss|fever|weakness|progressive_anemia|pale_mucous_membranes,weight loss; fever,N,No,Tetracyclines (oxytetracycline); supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,Field_report,2024-08-22,0.99,2809
Namibia,Omusati,chester,Poultry,Broilers,Juvenile,Newcastle Disease,diarrhoea|drop_in_egg_production|respiratory_distress,diarrhoea; drop in egg production,N,No,Supportive care; vaccination for prevention; biosecurity.,Good husbandry; vaccination where available; vector control where relevant.,Extension_guide,2024-02-21,0.91,3349
Mozambique,Maputo,burgh,Sheep,Dorper,Juvenile,Parasitic Gastroenteritis,diarrhoea|bottle_jaw|poor_condition,diarrhoea; bottle jaw,N,No,Anthelmintics per local guidance; pasture management; nutrition support.,Good husbandry; vaccination where available; vector control where relevant.,DVS_reports,2022-11-07,0.79,729
DR Congo,Kinshasa,ton,Cattle,Brahman,Juvenile,Coccidiosis,dehydration|weight_loss|diarrhoea,dehydration; weight loss,N,No,Coccidiostats; supportive care; sanitation and management.,Good husbandry; vaccination where available; vector control where relevant.,Extension_guide,2022-04-09,0.89,413
Seychelles,Inner Islands,mouth,Sheep,Merino,Adult,Mastitis,reduced_milk|pain_on_palpation,reduced milk yield; pain on palpation,N,No,Intramammary antibiotics guided by culture; systemic antibiotics for severe cases; frequent milking; observe withdrawal times.,Good husbandry; vaccination where available; vector control where relevant.,PLOS_Study,2023-02-03,0.71,3147
Mauritius,Plaines Wilhems,North Shannonborough,Goat,Boer,Adult,Tick-bite toxicosis,anemia|sudden_weakness,anemia; sudden weakness,Y,No,Remove ticks; supportive care; acaricides; symptomatic treatment.,Good husbandry; vaccination where available; vector control where relevant.,Field_report,2021-03-17,0.85,1517
Namibia,Omusati,East Maria,Goat,Boer cross,Neonate,Babesiosis,anorexia|weakness|fever|ticks_observed,reduced appetite/anorexia; weakness,N,No,Imidocarb dipropionate or diminazene; supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,Extension_guide,2022-01-30,0.91,826
Malawi,Central,haven,Sheep,Merino,Senior,Orf (Contagious Ecthyma),scabby_lesions_mouth|lamb_kid_mortality|weight_loss,scabby mouth lesions; lamb kid mortality,N,Yes,Supportive care; topical antiseptics; live vaccines for flocks/herds where available.,Good husbandry; vaccination where available; vector control where relevant.,PLOS_Study,2022-06-25,0.84,3268
DR Congo,Kasai,ton,Sheep,Katahdin,Adult,Orf (Contagious Ecthyma),weight_loss|lamb_kid_mortality|scabby_lesions_mouth|sudden_death,weight loss; lamb kid mortality,N,No,Supportive care; topical antiseptics; live vaccines for flocks/herds where available.,Good husbandry; vaccination where available; vector control where relevant.,Merck_VetManual,2020-11-24,0.84,3975
Zambia,Eastern,berg,Cattle,Angus,Adult,Anthrax,swelling|tongue_ulcers,swelling; tongue ulcers,N,No,Immediate isolation; do NOT open carcass; notify authorities; vaccinate in risk areas; consult DVS for carcass disposal.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,Extension_guide,2024-11-08,0.77,617
Seychelles,Inner Islands,burgh,Goat,Local,Adult,Dermatophilosis,lameness|matted_hair|crusting_skin_lesions|exudative_dermatitis|wet_skin,lameness; matted hair,Y,No,Topical cleaning; zinc sulphate dressings; systemic antibiotics for secondary infection; dipping.,Good husbandry; vaccination where available; vector control where relevant.,SADC_bulletin,2020-04-04,0.69,115
Botswana,Kgatleng,bury,Cattle,Friesian,Senior,Babesiosis,hemoglobinuria|anorexia|weakness|fever,red/brown urine (hemoglobinuria); reduced appetite/anorexia,Y,No,Imidocarb dipropionate or diminazene; supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,PLOS_Study,2023-09-12,0.82,418
Eswatini,Manzini,port,Cattle,Hereford,Neonate,Dermatophilosis,lameness|wet_skin|exudative_dermatitis|matted_hair|crusting_skin_lesions|ticks_observed,lameness; wet skin,N,No,Topical cleaning; zinc sulphate dressings; systemic antibiotics for secondary infection; dipping.,Good husbandry; vaccination where available; vector control where relevant.,DVS_reports,2024-08-14,0.89,3070
Namibia,Omusati,bury,Goat,Local,Juvenile,Dermatophilosis,crusting_skin_lesions|exudative_dermatitis|matted_hair|lameness|wet_skin|sudden_death,crusting skin lesions; exudative dermatitis,N,Yes,Topical cleaning; zinc sulphate dressings; systemic antibiotics for secondary infection; dipping.,Good husbandry; vaccination where available; vector control where relevant.,SADC_bulletin,2019-10-17,0.89,1626
Zimbabwe,Mashonaland West,borough,Sheep,Merino,Adult,Blackleg,severe_lameness|swollen_muscle,severe lameness; swollen muscle,N,No,Vaccination for prevention; penicillin/oxytetracycline in early cases; carcass disposal.,Good husbandry; vaccination where available; vector control where relevant.,Field_report,2021-04-13,0.86,4951
Zambia,Copperbelt,Odonnellfurt,Poultry,Layers,Juvenile,Newcastle Disease,neurological_signs|diarrhoea|drop_in_egg_production|respiratory_distress,neurological signs / paralysis; diarrhoea,N,No,Supportive care; vaccination for prevention; biosecurity.,Good husbandry; vaccination where available; vector control where relevant.,FAO_EMPRES,2019-11-03,0.85,4186
South Africa,Gauteng,stad,Sheep,Dorper,Juvenile,Parasitic Gastroenteritis,poor_condition|weight_loss|anorexia|diarrhoea|bottle_jaw,poor condition; weight loss,N,No,Anthelmintics per local guidance; pasture management; nutrition support.,Good husbandry; vaccination where available; vector control where relevant.,Field_report,2022-05-25,0.77,2897
Botswana,North East,chester,Goat,Boer cross,Neonate,Brucellosis,orchitis|reduced_fertility|retained_placenta,orchitis; reduced fertility,N,No,Test-and-slaughter or long-term control programs; antibiotics limited; vaccination in control programs; public health measures.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,Merck_VetManual,2022-11-08,0.88,4672
Angola,Benguela,side,Goat,Boer,Adult,Dermatophilosis,crusting_skin_lesions|wet_skin|lameness|matted_hair|ticks_observed,crusting skin lesions; wet skin,Y,No,Topical cleaning; zinc sulphate dressings; systemic antibiotics for secondary infection; dipping.,Good husbandry; vaccination where available; vector control where relevant.,PLOS_Study,2021-12-08,0.76,2083
Seychelles,Inner Islands,shire,Sheep,Merino,Senior,Parasitic Gastroenteritis,poor_condition|diarrhoea|weight_loss|anorexia|bottle_jaw,poor condition; diarrhoea,N,No,Anthelmintics per local guidance; pasture management; nutrition support.,Good husbandry; vaccination where available; vector control where relevant.,PLOS_Study,2022-01-10,0.96,754
Tanzania,Mwanza,Justinchester,Cattle,Bali,Neonate,Lumpy Skin Disease,reduced_milk|swollen_lymph_nodes,reduced milk yield; swollen lymph nodes,N,No,Supportive care; symptomatic treatment; vaccination and vector control.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,Extension_guide,2021-11-30,0.86,2547
Tanzania,Mtwara,North Ronald,Goat,Boer,Neonate,Babesiosis,anemia|fever|anorexia|hemoglobinuria,anemia; fever,Y,No,Imidocarb dipropionate or diminazene; supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,PLOS_Study,2023-08-24,0.79,3970
Tanzania,Mtwara,ton,Sheep,Katahdin,Neonate,Tick-bite toxicosis,anemia|lameness|salivation|sudden_weakness,anemia; lameness,Y,No,Remove ticks; supportive care; acaricides; symptomatic treatment.,Good husbandry; vaccination where available; vector control where relevant.,Extension_guide,2020-01-11,0.86,3374
Comoros,Ngazidja,shire,Cattle,Angus,Juvenile,Anthrax,tongue_ulcers|neck_edema|sudden_death|sudden_death,tongue ulcers; neck edema,N,No,Immediate isolation; do NOT open carcass; notify authorities; vaccinate in risk areas; consult DVS for carcass disposal.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,Extension_guide,2023-12-05,0.94,4108
Namibia,Khomas,haven,Sheep,Merino,Adult,Brucellosis,abortions|orchitis|retained_placenta,abortions; orchitis,N,No,Test-and-slaughter or long-term control programs; antibiotics limited; vaccination in control programs; public health measures.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,Extension_guide,2022-08-24,0.74,2445
Tanzania,Dar es Salaam,Port Michaelmouth,Cattle,Brahman,Adult,Lumpy Skin Disease,fever|reduced_milk|lameness|swollen_lymph_nodes|skin_nodules,fever; reduced milk yield,N,No,Supportive care; symptomatic treatment; vaccination and vector control.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,PLOS_Study,2024-03-06,0.81,4381
Tanzania,Arusha,Aguilarside,Cattle,Angus,Neonate,Coccidiosis,weight_loss|dehydration|anorexia,weight loss; dehydration,N,No,Coccidiostats; supportive care; sanitation and management.,Good husbandry; vaccination where available; vector control where relevant.,Field_report,2024-01-31,0.9,1067
Eswatini,Manzini,Johnview,Goat,Boer,Senior,Babesiosis,weakness|anemia|fever|anorexia|hemoglobinuria,weakness; anemia,N,No,Imidocarb dipropionate or diminazene; supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,PLOS_Study,2021-07-24,0.8,3914
Mauritius,Plaines Wilhems,mouth,Goat,Kalahari,Juvenile,Mastitis,reduced_milk|swollen_udder|pain_on_palpation|abnormal_milk,reduced milk yield; swollen udder,N,No,Intramammary antibiotics guided by culture; systemic antibiotics for severe cases; frequent milking; observe withdrawal times.,Good husbandry; vaccination where available; vector control where relevant.,Field_report,2023-04-07,0.86,3499
Namibia,Omusati,South Hannahville,Cattle,Bali,Senior,Blackleg,sudden_death|severe_lameness|swollen_muscle,sudden death; severe lameness,N,No,Vaccination for prevention; penicillin/oxytetracycline in early cases; carcass disposal.,Good husbandry; vaccination where available; vector control where relevant.,FAO_EMPRES,2020-06-08,0.79,2739
Mozambique,Sofala,berg,Sheep,Dorper,Juvenile,Parasitic Gastroenteritis,weight_loss|bottle_jaw|poor_condition|diarrhoea|anorexia,weight loss; bottle jaw,N,No,Anthelmintics per local guidance; pasture management; nutrition support.,Good husbandry; vaccination where available; vector control where relevant.,Field_report,2021-04-16,0.75,4001
Angola,Huíla,fort,Pig,Berkshire,Senior,African Swine Fever,sudden_death|hemorrhages|anorexia,sudden death; hemorrhages,N,No,"No treatment or vaccine; depopulation, biosecurity and carcass disposal.",Notify authorities; vaccination where applicable; strict biosecurity and movement control.,DVS_reports,2021-01-16,0.93,1569
Mozambique,Gaza,Port Tyler,Sheep,Local,Senior,Tick-bite toxicosis,salivation|sudden_weakness|lameness|anemia,salivation; sudden weakness,Y,No,Remove ticks; supportive care; acaricides; symptomatic treatment.,Good husbandry; vaccination where available; vector control where relevant.,Merck_VetManual,2023-04-15,0.8,2428
Madagascar,Antananarivo,ville,Cattle,Bali,Juvenile,Dermatophilosis,lameness|exudative_dermatitis,lameness; exudative dermatitis,N,No,Topical cleaning; zinc sulphate dressings; systemic antibiotics for secondary infection; dipping.,Good husbandry; vaccination where available; vector control where relevant.,DVS_reports,2024-10-26,0.7,3747
DR Congo,Kasai,ton,Sheep,Dorper,Senior,Parasitic Gastroenteritis,weight_loss|poor_condition|diarrhoea|bottle_jaw,weight loss; poor condition,N,No,Anthelmintics per local guidance; pasture management; nutrition support.,Good husbandry; vaccination where available; vector control where relevant.,Extension_guide,2024-11-18,0.87,4640
South Africa,North West,berg,Goat,Kalahari,Juvenile,Theileriosis,icterus|lymph_node_enlargement|respiratory_distress,jaundice/icterus; lymph node enlargement,N,No,Buparvaquone; supportive care; tick control; isolate and treat early.,Good husbandry; vaccination where available; vector control where relevant.,Field_report,2021-02-21,0.74,1688
Zambia,Copperbelt,town,Goat,Boer cross,Juvenile,Anthrax,neck_edema|fever|bloody_diarrhoea|sudden_death|swelling,neck edema; fever,N,Yes,Immediate isolation; do NOT open carcass; notify authorities; vaccinate in risk areas; consult DVS for carcass disposal.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,DVS_reports,2022-08-23,0.89,852
Mozambique,Maputo,Dixonbury,Goat,Boer cross,Adult,Dermatophilosis,exudative_dermatitis|crusting_skin_lesions|lameness|wet_skin,exudative dermatitis; crusting skin lesions,Y,No,Topical cleaning; zinc sulphate dressings; systemic antibiotics for secondary infection; dipping.,Good husbandry; vaccination where available; vector control where relevant.,Extension_guide,2024-01-22,0.84,3547
Zambia,Lusaka,land,Pig,Berkshire,Juvenile,Brucellosis,reduced_fertility|abortions|orchitis,reduced fertility; abortions,N,No,Test-and-slaughter or long-term control programs; antibiotics limited; vaccination in control programs; public health measures.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,DVS_reports,2025-08-01,0.72,896
South Africa,North West,furt,Goat,Boer cross,Juvenile,Anaplasmosis,weight_loss|progressive_anemia|fever,weight loss; progressive anemia,N,No,Tetracyclines (oxytetracycline); supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,Extension_guide,2023-12-28,0.76,4593
Madagascar,Antananarivo,land,Poultry,Indigenous,Senior,Avian Influenza (HPAI),swelling_head|sudden_death|respiratory_signs|greenish_diarrhoea|drop_in_egg_production,swelling of head; sudden death,N,No,No treatment; culling; strict biosecurity; notify authorities.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,Field_report,2024-11-11,0.89,336
DR Congo,Kinshasa,mouth,Cattle,Sanga,Juvenile,Brucellosis,retained_placenta|abortions,retained placenta; abortions,N,No,Test-and-slaughter or long-term control programs; antibiotics limited; vaccination in control programs; public health measures.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,PLOS_Study,2022-02-06,0.82,2840
Zimbabwe,Manicaland,shire,Cattle,Hereford,Neonate,Anaplasmosis,pale_mucous_membranes|weakness|ticks_observed,pale mucous membranes; weakness,Y,No,Tetracyclines (oxytetracycline); supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,Extension_guide,2025-08-08,0.7,3088
Zimbabwe,Harare,West Samanthaborough,Goat,Boer,Senior,Anaplasmosis,fever|weakness|weight_loss|ticks_observed,fever; weakness,Y,No,Tetracyclines (oxytetracycline); supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,Merck_VetManual,2020-11-19,0.86,1349
Eswatini,Manzini,port,Poultry,Layers,Neonate,Avian Influenza (HPAI),sudden_death|respiratory_signs|drop_in_egg_production|greenish_diarrhoea,sudden death; respiratory signs,N,No,No treatment; culling; strict biosecurity; notify authorities.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,SADC_bulletin,2021-11-14,0.81,1016
Tanzania,Mtwara,mouth,Sheep,Merino,Juvenile,Coccidiosis,diarrhoea|anorexia,diarrhoea; reduced appetite/anorexia,N,Yes,Coccidiostats; supportive care; sanitation and management.,Good husbandry; vaccination where available; vector control where relevant.,SADC_bulletin,2023-01-05,0.78,2817
Mozambique,Sofala,ville,Cattle,Friesian,Neonate,Dermatophilosis,lameness|wet_skin|matted_hair|exudative_dermatitis|crusting_skin_lesions,lameness; wet skin,Y,Yes,Topical cleaning; zinc sulphate dressings; systemic antibiotics for secondary infection; dipping.,Good husbandry; vaccination where available; vector control where relevant.,PLOS_Study,2023-02-12,0.99,1632
South Africa,Northern Cape,side,Cattle,Angus,Neonate,Mastitis,pain_on_palpation|abnormal_milk|reduced_milk,pain on palpation; abnormal milk,N,No,Intramammary antibiotics guided by culture; systemic antibiotics for severe cases; frequent milking; observe withdrawal times.,Good husbandry; vaccination where available; vector control where relevant.,Extension_guide,2020-02-10,0.99,2490
Seychelles,Inner Islands,Whiteton,Cattle,Friesian,Adult,Tick-bite toxicosis,salivation|sudden_weakness,salivation; sudden weakness,N,No,Remove ticks; supportive care; acaricides; symptomatic treatment.,Good husbandry; vaccination where available; vector control where relevant.,PLOS_Study,2020-10-09,0.9,3731
Madagascar,Antananarivo,bury,Goat,Boer cross,Juvenile,Dermatophilosis,crusting_skin_lesions|lameness|wet_skin|sudden_death,crusting skin lesions; lameness,N,No,Topical cleaning; zinc sulphate dressings; systemic antibiotics for secondary infection; dipping.,Good husbandry; vaccination where available; vector control where relevant.,Field_report,2024-05-07,0.78,3252
Tanzania,Arusha,ville,Goat,Local,Juvenile,Theileriosis,anorexia|respiratory_distress|drooling|lymph_node_enlargement|icterus,reduced appetite/anorexia; respiratory distress,N,No,Buparvaquone; supportive care; tick control; isolate and treat early.,Good husbandry; vaccination where available; vector control where relevant.,FAO_EMPRES,2025-05-05,0.78,4635
Tanzania,Mwanza,New Paul,Goat,Kalahari,Juvenile,Babesiosis,weakness|anemia,weakness; anemia,N,No,Imidocarb dipropionate or diminazene; supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,Merck_VetManual,2021-06-02,0.99,2071
Angola,Luanda,Hansonborough,Cattle,Brahman,Neonate,Blackleg,severe_lameness|swollen_muscle|sudden_death,severe lameness; swollen muscle,N,No,Vaccination for prevention; penicillin/oxytetracycline in early cases; carcass disposal.,Good husbandry; vaccination where available; vector control where relevant.,Field_report,2020-10-01,0.85,4453
Botswana,North East,bury,Goat,Local,Juvenile,Mastitis,swollen_udder|pain_on_palpation|reduced_milk,swollen udder; pain on palpation,N,No,Intramammary antibiotics guided by culture; systemic antibiotics for severe cases; frequent milking; observe withdrawal times.,Good husbandry; vaccination where available; vector control where relevant.,PLOS_Study,2021-08-13,0.84,4883
Malawi,Southern,Lake Maryshire,Poultry,Broilers,Neonate,Newcastle Disease,neurological_signs|diarrhoea,neurological signs / paralysis; diarrhoea,N,No,Supportive care; vaccination for prevention; biosecurity.,Good husbandry; vaccination where available; vector control where relevant.,DVS_reports,2020-10-27,0.75,1636
